"id","review_id","rating_type_id","star_ratings"
1,1,1,4
2,1,2,4
3,1,3,4
4,1,4,5
5,1,5,3
6,1,6,4
7,2,1,3
8,2,2,5
9,2,3,4
10,2,4,5
11,2,5,5
12,2,6,4
13,3,1,4
14,3,2,4
15,3,3,5
16,3,4,3
17,3,5,5
18,3,6,3
19,4,1,4
20,4,2,5
21,4,3,3
22,4,4,4
23,4,5,3
24,4,6,4
25,5,1,4
26,5,2,3
27,5,3,5
28,5,4,3
29,5,5,5
30,5,6,3
31,6,1,3
32,6,2,5
33,6,3,3
34,6,4,3
35,6,5,5
36,6,6,4
37,7,1,5
38,7,2,5
39,7,3,3
40,7,4,3
41,7,5,4
42,7,6,4
43,8,1,4
44,8,2,5
45,8,3,3
46,8,4,4
47,8,5,5
48,8,6,3
49,9,1,3
50,9,2,5
51,9,3,3
52,9,4,4
53,9,5,3
54,9,6,5
55,10,1,4
56,10,2,3
57,10,3,3
58,10,4,3
59,10,5,3
60,10,6,3
61,11,1,3
62,11,2,3
63,11,3,3
64,11,4,5
65,11,5,3
66,11,6,4
67,12,1,3
68,12,2,5
69,12,3,5
70,12,4,4
71,12,5,3
72,12,6,4
73,13,1,3
74,13,2,4
75,13,3,5
76,13,4,5
77,13,5,5
78,13,6,4
79,14,1,5
80,14,2,5
81,14,3,5
82,14,4,5
83,14,5,3
84,14,6,5
85,15,1,4
86,15,2,5
87,15,3,3
88,15,4,4
89,15,5,5
90,15,6,4
91,16,1,5
92,16,2,4
93,16,3,3
94,16,4,5
95,16,5,3
96,16,6,5
97,17,1,4
98,17,2,5
99,17,3,4
100,17,4,5
101,17,5,5
102,17,6,4
103,18,1,3
104,18,2,5
105,18,3,3
106,18,4,5
107,18,5,4
108,18,6,4
109,19,1,3
110,19,2,5
111,19,3,4
112,19,4,3
113,19,5,4
114,19,6,5
115,20,1,3
116,20,2,5
117,20,3,5
118,20,4,3
119,20,5,5
120,20,6,4
121,21,1,5
122,21,2,4
123,21,3,4
124,21,4,4
125,21,5,3
126,21,6,3
127,22,1,5
128,22,2,5
129,22,3,5
130,22,4,5
131,22,5,4
132,22,6,3
133,23,1,5
134,23,2,4
135,23,3,3
