"id","review_id","rating_type_id","star_ratings"
13339,2224,1,5
13340,2224,2,3
13341,2224,3,4
13342,2224,4,4
13343,2224,5,5
13344,2224,6,5
13345,2225,1,5
13346,2225,2,4
13347,2225,3,5
13348,2225,4,5
13349,2225,5,5
13350,2225,6,5
13351,2226,1,5
13352,2226,2,4
13353,2226,3,3
13354,2226,4,5
13355,2226,5,3
13356,2226,6,5
13357,2227,1,4
13358,2227,2,5
13359,2227,3,4
13360,2227,4,4
13361,2227,5,3
13362,2227,6,5
13363,2228,1,3
13364,2228,2,4
13365,2228,3,3
13366,2228,4,4
13367,2228,5,3
13368,2228,6,5
13369,2229,1,3
13370,2229,2,4
13371,2229,3,5
13372,2229,4,5
13373,2229,5,3
13374,2229,6,3
13375,2230,1,5
13376,2230,2,4
13377,2230,3,3
13378,2230,4,3
13379,2230,5,4
13380,2230,6,5
13381,2231,1,4
13382,2231,2,5
13383,2231,3,5
13384,2231,4,4
13385,2231,5,4
13386,2231,6,4
13387,2232,1,4
13388,2232,2,5
13389,2232,3,3
13390,2232,4,3
13391,2232,5,3
13392,2232,6,4
13393,2233,1,5
13394,2233,2,3
13395,2233,3,5
13396,2233,4,5
13397,2233,5,4
13398,2233,6,5
13399,2234,1,4
13400,2234,2,5
13401,2234,3,5
13402,2234,4,5
13403,2234,5,4
13404,2234,6,5
13405,2235,1,5
13406,2235,2,3
13407,2235,3,3
13408,2235,4,5
13409,2235,5,4
13410,2235,6,5
13411,2236,1,4
13412,2236,2,5
13413,2236,3,5
13414,2236,4,5
13415,2236,5,5
13416,2236,6,3
13417,2237,1,4
13418,2237,2,4
13419,2237,3,4
13420,2237,4,3
13421,2237,5,3
13422,2237,6,4
13423,2238,1,3
13424,2238,2,3
13425,2238,3,3
13426,2238,4,4
13427,2238,5,3
13428,2238,6,3
13429,2239,1,5
13430,2239,2,5
13431,2239,3,3
13432,2239,4,4
13433,2239,5,4
13434,2239,6,4
13435,2240,1,4
13436,2240,2,4
13437,2240,3,3
13438,2240,4,3
13439,2240,5,5
13440,2240,6,3
13441,2241,1,3
13442,2241,2,5
13443,2241,3,5
13444,2241,4,4
13445,2241,5,5
13446,2241,6,3
13447,2242,1,5
13448,2242,2,3
13449,2242,3,3
13450,2242,4,4
13451,2242,5,5
13452,2242,6,5
13453,2243,1,4
13454,2243,2,5
13455,2243,3,5
13456,2243,4,5
13457,2243,5,5
13458,2243,6,5
13459,2244,1,3
13460,2244,2,4
13461,2244,3,3
13462,2244,4,3
13463,2244,5,5
13464,2244,6,5
13465,2245,1,3
13466,2245,2,4
13467,2245,3,4
13468,2245,4,3
13469,2245,5,4
13470,2245,6,4
13471,2246,1,3
13472,2246,2,5
13473,2246,3,3
13474,2246,4,3
13475,2246,5,4
13476,2246,6,3
13477,2247,1,4
13478,2247,2,3
13479,2247,3,5
13480,2247,4,5
13481,2247,5,5
13482,2247,6,5
13483,2248,1,5
13484,2248,2,3
13485,2248,3,4
13486,2248,4,3
13487,2248,5,3
13488,2248,6,3
13489,2249,1,5
13490,2249,2,4
13491,2249,3,3
13492,2249,4,4
13493,2249,5,4
13494,2249,6,4
13495,2250,1,5
13496,2250,2,5
13497,2250,3,4
13498,2250,4,4
13499,2250,5,3
13500,2250,6,5
13501,2251,1,5
13502,2251,2,5
13503,2251,3,5
13504,2251,4,5
13505,2251,5,5
13506,2251,6,5
13507,2252,1,5
13508,2252,2,4
13509,2252,3,5
13510,2252,4,4
13511,2252,5,4
13512,2252,6,4
13513,2253,1,4
13514,2253,2,5
13515,2253,3,5
13516,2253,4,4
13517,2253,5,5
13518,2253,6,3
13519,2254,1,4
13520,2254,2,5
13521,2254,3,5
13522,2254,4,4
13523,2254,5,4
13524,2254,6,4
13525,2255,1,3
13526,2255,2,3
13527,2255,3,5
13528,2255,4,4
13529,2255,5,3
13530,2255,6,5
13531,2256,1,4
