"id","review_id","rating_type_id","star_ratings"
4447,742,1,5
4448,742,2,4
4449,742,3,4
4450,742,4,4
4451,742,5,4
4452,742,6,5
4453,743,1,3
4454,743,2,3
4455,743,3,5
4456,743,4,5
4457,743,5,4
4458,743,6,4
4459,744,1,3
4460,744,2,4
4461,744,3,3
4462,744,4,3
4463,744,5,3
4464,744,6,4
4465,745,1,5
4466,745,2,5
4467,745,3,4
4468,745,4,4
4469,745,5,5
4470,745,6,3
4471,746,1,3
4472,746,2,5
4473,746,3,3
4474,746,4,5
4475,746,5,4
4476,746,6,5
4477,747,1,4
4478,747,2,4
4479,747,3,3
4480,747,4,4
4481,747,5,3
4482,747,6,4
4483,748,1,3
4484,748,2,4
4485,748,3,3
4486,748,4,3
4487,748,5,5
4488,748,6,4
4489,749,1,3
4490,749,2,4
4491,749,3,4
4492,749,4,4
4493,749,5,3
4494,749,6,3
4495,750,1,5
4496,750,2,4
4497,750,3,4
4498,750,4,5
4499,750,5,4
4500,750,6,3
4501,751,1,4
4502,751,2,5
4503,751,3,4
4504,751,4,4
4505,751,5,3
4506,751,6,5
4507,752,1,3
4508,752,2,4
4509,752,3,4
4510,752,4,4
4511,752,5,5
4512,752,6,3
4513,753,1,5
4514,753,2,4
4515,753,3,3
4516,753,4,3
4517,753,5,5
4518,753,6,3
4519,754,1,4
4520,754,2,5
4521,754,3,3
4522,754,4,4
4523,754,5,3
4524,754,6,4
4525,755,1,5
4526,755,2,4
4527,755,3,3
4528,755,4,4
4529,755,5,5
4530,755,6,4
4531,756,1,3
4532,756,2,5
4533,756,3,3
4534,756,4,5
4535,756,5,3
4536,756,6,5
4537,757,1,4
4538,757,2,5
4539,757,3,3
4540,757,4,3
4541,757,5,3
4542,757,6,4
4543,758,1,5
4544,758,2,5
4545,758,3,4
4546,758,4,3
4547,758,5,3
4548,758,6,4
4549,759,1,5
4550,759,2,5
4551,759,3,4
4552,759,4,5
4553,759,5,3
4554,759,6,3
4555,760,1,5
4556,760,2,4
4557,760,3,3
4558,760,4,3
4559,760,5,3
4560,760,6,5
4561,761,1,3
4562,761,2,3
4563,761,3,3
4564,761,4,4
4565,761,5,5
4566,761,6,3
4567,762,1,4
4568,762,2,4
4569,762,3,3
4570,762,4,4
4571,762,5,3
4572,762,6,5
4573,763,1,3
4574,763,2,3
4575,763,3,3
4576,763,4,3
4577,763,5,4
4578,763,6,4
4579,764,1,4
4580,764,2,4
4581,764,3,5
4582,764,4,3
4583,764,5,5
4584,764,6,3
4585,765,1,5
4586,765,2,4
4587,765,3,5
4588,765,4,3
4589,765,5,3
4590,765,6,3
4591,766,1,5
4592,766,2,4
4593,766,3,4
4594,766,4,5
4595,766,5,3
4596,766,6,4
4597,767,1,4
4598,767,2,5
4599,767,3,3
4600,767,4,5
4601,767,5,5
4602,767,6,3
4603,768,1,4
4604,768,2,3
4605,768,3,3
4606,768,4,4
4607,768,5,4
4608,768,6,5
4609,769,1,4
4610,769,2,5
4611,769,3,4
4612,769,4,3
4613,769,5,5
4614,769,6,3
4615,770,1,3
4616,770,2,3
4617,770,3,3
4618,770,4,3
4619,770,5,5
4620,770,6,3
4621,771,1,3
4622,771,2,5
4623,771,3,4
4624,771,4,3
4625,771,5,3
4626,771,6,3
4627,772,1,3
4628,772,2,5
4629,772,3,4
4630,772,4,5
4631,772,5,4
4632,772,6,5
4633,773,1,4
4634,773,2,5
4635,773,3,3
4636,773,4,3
4637,773,5,4
4638,773,6,4
4639,774,1,4
4640,774,2,5
4641,774,3,5
4642,774,4,4
4643,774,5,3
4644,774,6,4
4645,775,1,5
4646,775,2,3
4647,775,3,5
4648,775,4,4
4649,775,5,5
4650,775,6,4
4651,776,1,5
4652,776,2,5
4653,776,3,5
4654,776,4,5
4655,776,5,5
4656,776,6,3
4657,777,1,5
4658,777,2,3
4659,777,3,3
4660,777,4,4
4661,777,5,4
4662,777,6,3
4663,778,1,5
4664,778,2,4
4665,778,3,5
4666,778,4,3
4667,778,5,5
4668,778,6,3
4669,779,1,5
4670,779,2,5
4671,779,3,5
4672,779,4,3
4673,779,5,4
4674,779,6,4
4675,780,1,4
4676,780,2,5
4677,780,3,3
4678,780,4,5
4679,780,5,3
4680,780,6,5
4681,781,1,5
4682,781,2,4
4683,781,3,5
4684,781,4,5
4685,781,5,5
4686,781,6,5
4687,782,1,4
4688,782,2,5
4689,782,3,5
4690,782,4,5
4691,782,5,5
4692,782,6,3
4693,783,1,4
4694,783,2,3
4695,783,3,4
4696,783,4,3
4697,783,5,3
4698,783,6,5
4699,784,1,5
4700,784,2,4
4701,784,3,4
4702,784,4,4
4703,784,5,3
4704,784,6,3
4705,785,1,3
4706,785,2,3
4707,785,3,4
4708,785,4,3
4709,785,5,4
4710,785,6,3
4711,786,1,3
4712,786,2,5
4713,786,3,4
4714,786,4,4
4715,786,5,4
4716,786,6,5
4717,787,1,4
4718,787,2,4
4719,787,3,5
