"id","review_id","rating_type_id","star_ratings"
17785,2965,1,3
17786,2965,2,4
17787,2965,3,4
17788,2965,4,3
17789,2965,5,5
17790,2965,6,4
17791,2966,1,3
17792,2966,2,5
17793,2966,3,5
17794,2966,4,4
17795,2966,5,5
17796,2966,6,5
17797,2967,1,5
17798,2967,2,4
17799,2967,3,4
17800,2967,4,3
17801,2967,5,5
17802,2967,6,5
17803,2968,1,4
17804,2968,2,4
17805,2968,3,3
17806,2968,4,5
17807,2968,5,5
17808,2968,6,3
17809,2969,1,4
17810,2969,2,3
17811,2969,3,5
17812,2969,4,4
17813,2969,5,3
17814,2969,6,3
17815,2970,1,5
17816,2970,2,4
17817,2970,3,5
17818,2970,4,5
17819,2970,5,4
17820,2970,6,5
17821,2971,1,3
17822,2971,2,4
17823,2971,3,3
17824,2971,4,5
17825,2971,5,5
17826,2971,6,5
17827,2972,1,3
17828,2972,2,4
17829,2972,3,3
17830,2972,4,5
17831,2972,5,4
17832,2972,6,4
17833,2973,1,4
17834,2973,2,4
17835,2973,3,3
17836,2973,4,4
17837,2973,5,5
17838,2973,6,5
17839,2974,1,4
17840,2974,2,3
17841,2974,3,5
17842,2974,4,3
17843,2974,5,3
17844,2974,6,3
17845,2975,1,5
17846,2975,2,4
17847,2975,3,4
17848,2975,4,5
17849,2975,5,5
17850,2975,6,5
17851,2976,1,5
17852,2976,2,5
17853,2976,3,3
17854,2976,4,3
17855,2976,5,5
17856,2976,6,3
17857,2977,1,4
17858,2977,2,3
17859,2977,3,5
17860,2977,4,4
17861,2977,5,3
17862,2977,6,3
17863,2978,1,5
17864,2978,2,4
17865,2978,3,4
17866,2978,4,5
17867,2978,5,5
17868,2978,6,5
17869,2979,1,3
17870,2979,2,3
17871,2979,3,5
17872,2979,4,4
17873,2979,5,4
17874,2979,6,4
17875,2980,1,5
17876,2980,2,3
17877,2980,3,4
17878,2980,4,4
17879,2980,5,4
17880,2980,6,3
17881,2981,1,3
17882,2981,2,4
17883,2981,3,3
17884,2981,4,4
17885,2981,5,4
17886,2981,6,5
17887,2982,1,4
17888,2982,2,4
17889,2982,3,3
17890,2982,4,4
17891,2982,5,5
17892,2982,6,3
17893,2983,1,4
17894,2983,2,4
17895,2983,3,3
17896,2983,4,3
17897,2983,5,3
17898,2983,6,3
17899,2984,1,3
17900,2984,2,4
17901,2984,3,3
17902,2984,4,3
17903,2984,5,5
17904,2984,6,4
17905,2985,1,5
17906,2985,2,4
17907,2985,3,3
17908,2985,4,3
17909,2985,5,3
17910,2985,6,3
17911,2986,1,5
17912,2986,2,5
17913,2986,3,5
17914,2986,4,5
17915,2986,5,3
17916,2986,6,4
17917,2987,1,5
17918,2987,2,4
17919,2987,3,4
17920,2987,4,3
17921,2987,5,3
17922,2987,6,5
17923,2988,1,3
17924,2988,2,5
17925,2988,3,4
17926,2988,4,5
17927,2988,5,5
17928,2988,6,4
17929,2989,1,3
17930,2989,2,3
17931,2989,3,4
17932,2989,4,3
17933,2989,5,5
17934,2989,6,3
17935,2990,1,3
17936,2990,2,3
17937,2990,3,3
17938,2990,4,4
17939,2990,5,4
17940,2990,6,5
17941,2991,1,5
17942,2991,2,4
17943,2991,3,3
17944,2991,4,3
17945,2991,5,3
17946,2991,6,5
17947,2992,1,3
17948,2992,2,4
17949,2992,3,3
17950,2992,4,5
17951,2992,5,4
17952,2992,6,4
17953,2993,1,3
17954,2993,2,5
17955,2993,3,4
17956,2993,4,3
17957,2993,5,4
17958,2993,6,3
17959,2994,1,3
17960,2994,2,5
17961,2994,3,3
17962,2994,4,4
17963,2994,5,3
17964,2994,6,3
17965,2995,1,4
17966,2995,2,5
17967,2995,3,5
17968,2995,4,4
17969,2995,5,3
17970,2995,6,3
17971,2996,1,4
17972,2996,2,3
17973,2996,3,4
17974,2996,4,4
17975,2996,5,3
17976,2996,6,4
17977,2997,1,5
17978,2997,2,3
17979,2997,3,3
17980,2997,4,4
17981,2997,5,4
17982,2997,6,5
17983,2998,1,3
17984,2998,2,5
17985,2998,3,4
17986,2998,4,3
17987,2998,5,5
17988,2998,6,4
17989,2999,1,4
17990,2999,2,4
17991,2999,3,3
17992,2999,4,5
17993,2999,5,5
17994,2999,6,4
17995,3000,1,3
17996,3000,2,4
17997,3000,3,4
17998,3000,4,4
17999,3000,5,5
18000,3000,6,4
18001,3001,1,3
18002,3001,2,5
18003,3001,3,5
18004,3001,4,4
18005,3001,5,5
18006,3001,6,3
18007,3002,1,5
18008,3002,2,3
18009,3002,3,4
18010,3002,4,4
18011,3002,5,3
18012,3002,6,3
18013,3003,1,4
18014,3003,2,5
18015,3003,3,3
18016,3003,4,4
18017,3003,5,3
18018,3003,6,4
18019,3004,1,5
18020,3004,2,4
18021,3004,3,3
18022,3004,4,4
18023,3004,5,3
18024,3004,6,3
18025,3005,1,4
18026,3005,2,4
18027,3005,3,3
18028,3005,4,5
18029,3005,5,5
18030,3005,6,3
18031,3006,1,3
18032,3006,2,3
18033,3006,3,3
18034,3006,4,4
18035,3006,5,3
18036,3006,6,3
18037,3007,1,5
18038,3007,2,5
18039,3007,3,3
18040,3007,4,5
18041,3007,5,3
18042,3007,6,4
18043,3008,1,3
18044,3008,2,4
18045,3008,3,4
18046,3008,4,3
18047,3008,5,4
18048,3008,6,3
18049,3009,1,3
18050,3009,2,3
18051,3009,3,3
18052,3009,4,3
18053,3009,5,5
18054,3009,6,3
18055,3010,1,3
18056,3010,2,5
18057,3010,3,5
18058,3010,4,3
18059,3010,5,3
18060,3010,6,5
18061,3011,1,4
18062,3011,2,3
18063,3011,3,3
18064,3011,4,4
18065,3011,5,4
18066,3011,6,5
18067,3012,1,3
18068,3012,2,3
18069,3012,3,4
18070,3012,4,5
18071,3012,5,3
18072,3012,6,5
