"id","review_id","rating_type_id","star_ratings"
8893,1483,1,4
8894,1483,2,4
8895,1483,3,5
8896,1483,4,3
8897,1483,5,3
8898,1483,6,5
8899,1484,1,3
8900,1484,2,5
8901,1484,3,3
8902,1484,4,4
8903,1484,5,5
8904,1484,6,5
8905,1485,1,3
8906,1485,2,3
8907,1485,3,4
8908,1485,4,3
8909,1485,5,5
8910,1485,6,4
8911,1486,1,5
8912,1486,2,3
8913,1486,3,5
8914,1486,4,4
8915,1486,5,3
8916,1486,6,4
8917,1487,1,5
8918,1487,2,4
8919,1487,3,3
8920,1487,4,3
8921,1487,5,4
8922,1487,6,3
8923,1488,1,4
8924,1488,2,3
8925,1488,3,4
8926,1488,4,4
8927,1488,5,3
8928,1488,6,3
8929,1489,1,4
8930,1489,2,4
8931,1489,3,3
8932,1489,4,4
8933,1489,5,5
8934,1489,6,5
8935,1490,1,3
8936,1490,2,5
8937,1490,3,5
8938,1490,4,3
8939,1490,5,4
8940,1490,6,5
8941,1491,1,3
8942,1491,2,3
8943,1491,3,4
8944,1491,4,4
8945,1491,5,4
8946,1491,6,3
8947,1492,1,4
8948,1492,2,4
8949,1492,3,3
8950,1492,4,3
8951,1492,5,5
8952,1492,6,5
8953,1493,1,3
8954,1493,2,3
8955,1493,3,4
8956,1493,4,5
8957,1493,5,3
8958,1493,6,4
8959,1494,1,4
8960,1494,2,3
8961,1494,3,3
8962,1494,4,5
8963,1494,5,5
8964,1494,6,5
8965,1495,1,4
8966,1495,2,5
8967,1495,3,5
8968,1495,4,3
8969,1495,5,3
8970,1495,6,3
8971,1496,1,3
8972,1496,2,4
8973,1496,3,5
8974,1496,4,3
8975,1496,5,4
8976,1496,6,4
8977,1497,1,3
8978,1497,2,3
8979,1497,3,4
8980,1497,4,4
8981,1497,5,4
8982,1497,6,4
8983,1498,1,4
8984,1498,2,3
8985,1498,3,5
8986,1498,4,4
8987,1498,5,4
8988,1498,6,4
8989,1499,1,3
8990,1499,2,4
8991,1499,3,5
8992,1499,4,4
8993,1499,5,3
8994,1499,6,5
8995,1500,1,3
8996,1500,2,5
8997,1500,3,3
8998,1500,4,5
8999,1500,5,4
9000,1500,6,4
9001,1501,1,4
9002,1501,2,3
9003,1501,3,5
9004,1501,4,3
9005,1501,5,5
9006,1501,6,4
9007,1502,1,4
9008,1502,2,3
9009,1502,3,3
9010,1502,4,4
9011,1502,5,4
9012,1502,6,4
9013,1503,1,5
9014,1503,2,3
9015,1503,3,4
9016,1503,4,5
9017,1503,5,3
9018,1503,6,4
9019,1504,1,3
9020,1504,2,5
9021,1504,3,5
9022,1504,4,5
9023,1504,5,4
9024,1504,6,5
9025,1505,1,4
9026,1505,2,4
9027,1505,3,3
9028,1505,4,5
9029,1505,5,3
9030,1505,6,5
9031,1506,1,5
9032,1506,2,3
9033,1506,3,3
9034,1506,4,3
9035,1506,5,3
9036,1506,6,3
9037,1507,1,4
9038,1507,2,3
9039,1507,3,3
9040,1507,4,4
9041,1507,5,3
9042,1507,6,5
9043,1508,1,4
9044,1508,2,5
9045,1508,3,3
9046,1508,4,4
9047,1508,5,3
9048,1508,6,3
9049,1509,1,3
9050,1509,2,5
9051,1509,3,4
