"id","review_id","rating_type_id","star_ratings"
40015,6670,1,4
40016,6670,2,5
40017,6670,3,3
40018,6670,4,5
40019,6670,5,3
40020,6670,6,3
40021,6671,1,4
40022,6671,2,3
40023,6671,3,3
40024,6671,4,5
40025,6671,5,4
40026,6671,6,3
40027,6672,1,5
40028,6672,2,5
40029,6672,3,4
40030,6672,4,4
40031,6672,5,4
40032,6672,6,4
40033,6673,1,4
40034,6673,2,4
40035,6673,3,3
40036,6673,4,5
40037,6673,5,3
40038,6673,6,5
40039,6674,1,3
40040,6674,2,3
40041,6674,3,4
40042,6674,4,5
40043,6674,5,3
40044,6674,6,5
40045,6675,1,4
40046,6675,2,3
40047,6675,3,4
40048,6675,4,4
40049,6675,5,3
40050,6675,6,4
40051,6676,1,5
40052,6676,2,3
40053,6676,3,3
40054,6676,4,5
40055,6676,5,3
40056,6676,6,5
40057,6677,1,5
40058,6677,2,3
40059,6677,3,4
40060,6677,4,3
40061,6677,5,5
40062,6677,6,4
40063,6678,1,5
40064,6678,2,4
40065,6678,3,4
40066,6678,4,3
40067,6678,5,4
40068,6678,6,5
40069,6679,1,3
40070,6679,2,5
40071,6679,3,4
40072,6679,4,4
40073,6679,5,5
40074,6679,6,5
40075,6680,1,5
40076,6680,2,5
40077,6680,3,5
40078,6680,4,5
40079,6680,5,4
40080,6680,6,5
40081,6681,1,4
40082,6681,2,5
40083,6681,3,4
40084,6681,4,3
40085,6681,5,3
40086,6681,6,3
40087,6682,1,5
40088,6682,2,4
40089,6682,3,4
40090,6682,4,5
40091,6682,5,4
40092,6682,6,3
40093,6683,1,3
40094,6683,2,4
40095,6683,3,4
40096,6683,4,5
40097,6683,5,5
40098,6683,6,5
40099,6684,1,3
40100,6684,2,5
40101,6684,3,5
40102,6684,4,5
40103,6684,5,5
40104,6684,6,3
40105,6685,1,5
40106,6685,2,3
40107,6685,3,3
40108,6685,4,3
40109,6685,5,3
40110,6685,6,5
40111,6686,1,4
40112,6686,2,5
40113,6686,3,4
40114,6686,4,4
40115,6686,5,4
40116,6686,6,5
40117,6687,1,5
40118,6687,2,3
40119,6687,3,5
40120,6687,4,3
40121,6687,5,4
40122,6687,6,5
40123,6688,1,4
40124,6688,2,5
40125,6688,3,5
40126,6688,4,5
40127,6688,5,4
40128,6688,6,5
40129,6689,1,4
40130,6689,2,5
40131,6689,3,4
40132,6689,4,5
40133,6689,5,3
40134,6689,6,3
40135,6690,1,4
40136,6690,2,4
40137,6690,3,3
40138,6690,4,3
40139,6690,5,5
40140,6690,6,4
40141,6691,1,3
40142,6691,2,5
40143,6691,3,3
40144,6691,4,3
40145,6691,5,3
40146,6691,6,4
40147,6692,1,4
40148,6692,2,3
40149,6692,3,4
40150,6692,4,4
40151,6692,5,3
40152,6692,6,3
40153,6693,1,3
40154,6693,2,5
40155,6693,3,4
40156,6693,4,5
40157,6693,5,5
40158,6693,6,3
40159,6694,1,5
40160,6694,2,5
40161,6694,3,5
40162,6694,4,4
40163,6694,5,5
40164,6694,6,3
40165,6695,1,4
40166,6695,2,3
40167,6695,3,5
40168,6695,4,5
40169,6695,5,4
40170,6695,6,5
40171,6696,1,5
40172,6696,2,4
40173,6696,3,5
40174,6696,4,4
40175,6696,5,5
40176,6696,6,3
40177,6697,1,5
40178,6697,2,3
40179,6697,3,4
40180,6697,4,5
40181,6697,5,3
40182,6697,6,4
40183,6698,1,4
40184,6698,2,3
40185,6698,3,3
40186,6698,4,3
40187,6698,5,3
40188,6698,6,4
40189,6699,1,3
40190,6699,2,4
40191,6699,3,5
40192,6699,4,4
40193,6699,5,3
40194,6699,6,5
40195,6700,1,5
40196,6700,2,5
40197,6700,3,3
40198,6700,4,5
40199,6700,5,5
40200,6700,6,3
40201,6701,1,3
40202,6701,2,4
40203,6701,3,3
40204,6701,4,3
40205,6701,5,5
40206,6701,6,3
40207,6702,1,5
40208,6702,2,5
40209,6702,3,3
40210,6702,4,5
40211,6702,5,4
40212,6702,6,3
40213,6703,1,5
40214,6703,2,4
40215,6703,3,3
40216,6703,4,5
40217,6703,5,5
40218,6703,6,5
40219,6704,1,3
40220,6704,2,5
40221,6704,3,4
40222,6704,4,3
40223,6704,5,4
40224,6704,6,5
40225,6705,1,5
40226,6705,2,4
40227,6705,3,5
40228,6705,4,4
40229,6705,5,5
40230,6705,6,5
40231,6706,1,4
40232,6706,2,4
40233,6706,3,3
40234,6706,4,3
40235,6706,5,4
40236,6706,6,3
40237,6707,1,3
40238,6707,2,3
40239,6707,3,5
40240,6707,4,3
40241,6707,5,5
40242,6707,6,4
40243,6708,1,3
40244,6708,2,4
40245,6708,3,3
40246,6708,4,4
40247,6708,5,5
40248,6708,6,5
40249,6709,1,4
40250,6709,2,5
40251,6709,3,4
40252,6709,4,3
40253,6709,5,3
40254,6709,6,5
40255,6710,1,4
40256,6710,2,5
40257,6710,3,5
40258,6710,4,3
40259,6710,5,5
40260,6710,6,4
40261,6711,1,4
40262,6711,2,4
40263,6711,3,3
40264,6711,4,5
40265,6711,5,4
40266,6711,6,3
40267,6712,1,3
40268,6712,2,4
40269,6712,3,4
40270,6712,4,5
40271,6712,5,4
40272,6712,6,3
40273,6713,1,3
40274,6713,2,3
40275,6713,3,5
40276,6713,4,4
40277,6713,5,4
40278,6713,6,4
40279,6714,1,4
40280,6714,2,3
40281,6714,3,3
40282,6714,4,5
40283,6714,5,4
40284,6714,6,3
40285,6715,1,5
40286,6715,2,4
40287,6715,3,5
40288,6715,4,5
40289,6715,5,3
40290,6715,6,5
40291,6716,1,4
40292,6716,2,3
40293,6716,3,4
40294,6716,4,5
40295,6716,5,3
40296,6716,6,4
40297,6717,1,3
40298,6717,2,4
40299,6717,3,3
40300,6717,4,3
40301,6717,5,3
40302,6717,6,3
40303,6718,1,5
40304,6718,2,4
40305,6718,3,3
40306,6718,4,3
40307,6718,5,5
40308,6718,6,3
40309,6719,1,3
40310,6719,2,3
40311,6719,3,5
40312,6719,4,3
40313,6719,5,5
40314,6719,6,5
40315,6720,1,5
40316,6720,2,3
40317,6720,3,5
40318,6720,4,4
40319,6720,5,3
40320,6720,6,3
40321,6721,1,5
40322,6721,2,4
40323,6721,3,4
40324,6721,4,5
40325,6721,5,5
40326,6721,6,3
40327,6722,1,3
40328,6722,2,4
40329,6722,3,4
40330,6722,4,4
40331,6722,5,5
40332,6722,6,3
40333,6723,1,4
40334,6723,2,5
40335,6723,3,5
40336,6723,4,5
40337,6723,5,3
40338,6723,6,4
40339,6724,1,3
40340,6724,2,3
40341,6724,3,5
40342,6724,4,5
40343,6724,5,3
40344,6724,6,3
40345,6725,1,4
40346,6725,2,4
40347,6725,3,4
40348,6725,4,5
40349,6725,5,4
40350,6725,6,3
40351,6726,1,5
40352,6726,2,3
40353,6726,3,5
40354,6726,4,4
40355,6726,5,3
40356,6726,6,4
40357,6727,1,3
40358,6727,2,5
40359,6727,3,4
40360,6727,4,4
40361,6727,5,5
40362,6727,6,5
40363,6728,1,4
40364,6728,2,3
40365,6728,3,3
40366,6728,4,4
40367,6728,5,5
40368,6728,6,4
40369,6729,1,3
40370,6729,2,5
40371,6729,3,5
40372,6729,4,5
40373,6729,5,4
40374,6729,6,4
40375,6730,1,3
40376,6730,2,3
40377,6730,3,3
40378,6730,4,4
40379,6730,5,4
40380,6730,6,5
40381,6731,1,3
40382,6731,2,3
40383,6731,3,4
40384,6731,4,5
40385,6731,5,5
40386,6731,6,5
40387,6732,1,3
40388,6732,2,3
40389,6732,3,5
40390,6732,4,3
40391,6732,5,4
40392,6732,6,4
40393,6733,1,5
40394,6733,2,5
40395,6733,3,3
40396,6733,4,5
40397,6733,5,3
40398,6733,6,3
40399,6734,1,4
40400,6734,2,3
40401,6734,3,5
40402,6734,4,3
40403,6734,5,5
40404,6734,6,3
40405,6735,1,5
40406,6735,2,4
40407,6735,3,4
40408,6735,4,4
40409,6735,5,3
40410,6735,6,3
40411,6736,1,3
40412,6736,2,4
40413,6736,3,3
40414,6736,4,5
40415,6736,5,5
40416,6736,6,4
40417,6737,1,5
40418,6737,2,5
40419,6737,3,3
40420,6737,4,3
40421,6737,5,5
40422,6737,6,3
40423,6738,1,3
40424,6738,2,5
40425,6738,3,4
40426,6738,4,5
40427,6738,5,3
40428,6738,6,5
40429,6739,1,3
40430,6739,2,4
40431,6739,3,5
40432,6739,4,5
40433,6739,5,5
40434,6739,6,3
40435,6740,1,5
40436,6740,2,5
40437,6740,3,3
40438,6740,4,4
40439,6740,5,5
40440,6740,6,4
40441,6741,1,3
40442,6741,2,4
40443,6741,3,5
40444,6741,4,3
40445,6741,5,3
40446,6741,6,3
40447,6742,1,5
40448,6742,2,5
40449,6742,3,3
40450,6742,4,3
40451,6742,5,4
40452,6742,6,4
40453,6743,1,3
40454,6743,2,5
40455,6743,3,3
40456,6743,4,5
40457,6743,5,3
40458,6743,6,3
40459,6744,1,4
40460,6744,2,4
40461,6744,3,4
40462,6744,4,5
40463,6744,5,3
40464,6744,6,5
40465,6745,1,5
40466,6745,2,3
40467,6745,3,5
40468,6745,4,3
40469,6745,5,5
40470,6745,6,4
40471,6746,1,5
40472,6746,2,4
40473,6746,3,4
40474,6746,4,5
40475,6746,5,3
40476,6746,6,4
40477,6747,1,3
40478,6747,2,4
40479,6747,3,4
40480,6747,4,5
40481,6747,5,3
40482,6747,6,4
40483,6748,1,5
40484,6748,2,4
40485,6748,3,4
40486,6748,4,5
40487,6748,5,5
40488,6748,6,3
40489,6749,1,3
40490,6749,2,5
40491,6749,3,4
40492,6749,4,3
40493,6749,5,3
40494,6749,6,4
40495,6750,1,5
40496,6750,2,3
40497,6750,3,5
40498,6750,4,4
40499,6750,5,3
40500,6750,6,3
40501,6751,1,4
40502,6751,2,5
40503,6751,3,4
40504,6751,4,4
40505,6751,5,4
40506,6751,6,5
40507,6752,1,5
40508,6752,2,5
40509,6752,3,4
40510,6752,4,4
40511,6752,5,3
40512,6752,6,4
40513,6753,1,4
40514,6753,2,5
40515,6753,3,5
40516,6753,4,5
40517,6753,5,5
40518,6753,6,3
40519,6754,1,4
40520,6754,2,4
40521,6754,3,3
40522,6754,4,4
40523,6754,5,3
40524,6754,6,3
40525,6755,1,5
40526,6755,2,4
40527,6755,3,5
40528,6755,4,5
40529,6755,5,5
40530,6755,6,5
40531,6756,1,4
40532,6756,2,5
40533,6756,3,5
40534,6756,4,3
40535,6756,5,4
40536,6756,6,3
40537,6757,1,5
40538,6757,2,5
40539,6757,3,5
40540,6757,4,5
40541,6757,5,5
40542,6757,6,5
40543,6758,1,5
40544,6758,2,4
40545,6758,3,5
40546,6758,4,4
40547,6758,5,4
40548,6758,6,3
40549,6759,1,4
40550,6759,2,3
40551,6759,3,4
40552,6759,4,4
40553,6759,5,3
40554,6759,6,5
40555,6760,1,4
40556,6760,2,4
40557,6760,3,3
40558,6760,4,3
40559,6760,5,5
40560,6760,6,4
40561,6761,1,5
40562,6761,2,4
40563,6761,3,3
40564,6761,4,4
40565,6761,5,3
40566,6761,6,5
40567,6762,1,3
40568,6762,2,5
40569,6762,3,3
40570,6762,4,4
40571,6762,5,5
40572,6762,6,5
40573,6763,1,5
40574,6763,2,5
40575,6763,3,3
40576,6763,4,4
40577,6763,5,3
40578,6763,6,5
40579,6764,1,3
40580,6764,2,4
40581,6764,3,4
40582,6764,4,5
40583,6764,5,4
40584,6764,6,4
40585,6765,1,5
40586,6765,2,3
40587,6765,3,3
40588,6765,4,4
40589,6765,5,3
40590,6765,6,4
40591,6766,1,5
40592,6766,2,4
40593,6766,3,5
40594,6766,4,3
40595,6766,5,3
40596,6766,6,5
40597,6767,1,4
40598,6767,2,4
40599,6767,3,3
40600,6767,4,3
40601,6767,5,4
40602,6767,6,4
40603,6768,1,3
40604,6768,2,3
40605,6768,3,3
40606,6768,4,4
40607,6768,5,4
40608,6768,6,5
40609,6769,1,4
40610,6769,2,3
40611,6769,3,5
40612,6769,4,3
40613,6769,5,4
40614,6769,6,3
40615,6770,1,3
40616,6770,2,3
40617,6770,3,5
40618,6770,4,3
40619,6770,5,3
40620,6770,6,5
40621,6771,1,5
40622,6771,2,5
40623,6771,3,3
40624,6771,4,3
40625,6771,5,3
40626,6771,6,3
40627,6772,1,4
40628,6772,2,4
40629,6772,3,5
40630,6772,4,3
40631,6772,5,4
40632,6772,6,5
40633,6773,1,5
40634,6773,2,4
40635,6773,3,5
40636,6773,4,3
40637,6773,5,4
40638,6773,6,3
40639,6774,1,5
40640,6774,2,4
40641,6774,3,4
