"id","review_id","rating_type_id","star_ratings"
31123,5188,1,3
31124,5188,2,4
31125,5188,3,3
31126,5188,4,4
31127,5188,5,5
31128,5188,6,5
31129,5189,1,5
31130,5189,2,4
31131,5189,3,5
31132,5189,4,3
31133,5189,5,4
31134,5189,6,3
31135,5190,1,4
31136,5190,2,5
31137,5190,3,5
31138,5190,4,3
31139,5190,5,5
31140,5190,6,5
31141,5191,1,4
31142,5191,2,5
31143,5191,3,5
31144,5191,4,3
31145,5191,5,3
31146,5191,6,5
31147,5192,1,5
31148,5192,2,5
31149,5192,3,3
31150,5192,4,4
31151,5192,5,4
31152,5192,6,3
31153,5193,1,3
31154,5193,2,4
31155,5193,3,4
31156,5193,4,3
31157,5193,5,3
31158,5193,6,5
31159,5194,1,3
31160,5194,2,3
31161,5194,3,5
31162,5194,4,4
31163,5194,5,5
31164,5194,6,4
31165,5195,1,4
31166,5195,2,4
31167,5195,3,5
31168,5195,4,4
31169,5195,5,3
31170,5195,6,5
31171,5196,1,3
31172,5196,2,3
31173,5196,3,3
31174,5196,4,4
31175,5196,5,4
31176,5196,6,3
31177,5197,1,4
31178,5197,2,5
31179,5197,3,3
31180,5197,4,3
31181,5197,5,5
31182,5197,6,4
31183,5198,1,4
31184,5198,2,5
31185,5198,3,3
31186,5198,4,3
31187,5198,5,5
31188,5198,6,5
31189,5199,1,4
31190,5199,2,3
31191,5199,3,3
31192,5199,4,4
31193,5199,5,3
31194,5199,6,4
31195,5200,1,3
31196,5200,2,5
31197,5200,3,4
31198,5200,4,3
31199,5200,5,4
31200,5200,6,5
31201,5201,1,4
31202,5201,2,4
31203,5201,3,4
31204,5201,4,3
31205,5201,5,3
31206,5201,6,5
31207,5202,1,3
31208,5202,2,4
31209,5202,3,4
31210,5202,4,3
31211,5202,5,5
31212,5202,6,3
31213,5203,1,4
31214,5203,2,5
31215,5203,3,3
31216,5203,4,4
31217,5203,5,4
31218,5203,6,3
31219,5204,1,3
31220,5204,2,4
31221,5204,3,4
31222,5204,4,3
31223,5204,5,5
31224,5204,6,5
31225,5205,1,4
31226,5205,2,3
31227,5205,3,3
31228,5205,4,3
31229,5205,5,5
31230,5205,6,3
31231,5206,1,3
31232,5206,2,3
31233,5206,3,5
31234,5206,4,3
31235,5206,5,4
31236,5206,6,3
31237,5207,1,3
31238,5207,2,4
31239,5207,3,3
31240,5207,4,5
31241,5207,5,4
31242,5207,6,3
31243,5208,1,5
31244,5208,2,5
31245,5208,3,3
31246,5208,4,4
31247,5208,5,4
31248,5208,6,4
31249,5209,1,4
31250,5209,2,3
31251,5209,3,5
31252,5209,4,5
31253,5209,5,5
31254,5209,6,3
31255,5210,1,3
31256,5210,2,3
31257,5210,3,3
31258,5210,4,3
31259,5210,5,3
31260,5210,6,4
31261,5211,1,5
31262,5211,2,4
31263,5211,3,3
31264,5211,4,4
31265,5211,5,4
31266,5211,6,3
31267,5212,1,4
31268,5212,2,3
31269,5212,3,5
31270,5212,4,5
31271,5212,5,5
31272,5212,6,4
31273,5213,1,3
31274,5213,2,3
31275,5213,3,5
31276,5213,4,4
31277,5213,5,4
31278,5213,6,3
31279,5214,1,5
31280,5214,2,5
31281,5214,3,3
31282,5214,4,3
31283,5214,5,5
31284,5214,6,4
31285,5215,1,4
31286,5215,2,4
31287,5215,3,5
31288,5215,4,5
31289,5215,5,5
31290,5215,6,4
31291,5216,1,3
31292,5216,2,4
31293,5216,3,4
31294,5216,4,4
31295,5216,5,4
31296,5216,6,5
31297,5217,1,3
31298,5217,2,3
31299,5217,3,3
31300,5217,4,3
31301,5217,5,5
31302,5217,6,5
31303,5218,1,4
31304,5218,2,4
31305,5218,3,3
31306,5218,4,3
31307,5218,5,4
31308,5218,6,5
31309,5219,1,3
31310,5219,2,4
31311,5219,3,5
31312,5219,4,5
31313,5219,5,3
31314,5219,6,3
31315,5220,1,4
31316,5220,2,5
31317,5220,3,3
31318,5220,4,5
31319,5220,5,4
31320,5220,6,4
31321,5221,1,4
31322,5221,2,3
31323,5221,3,5
31324,5221,4,5
31325,5221,5,4
31326,5221,6,3
31327,5222,1,5
31328,5222,2,5
31329,5222,3,5
31330,5222,4,3
31331,5222,5,3
31332,5222,6,4
31333,5223,1,3
31334,5223,2,3
31335,5223,3,5
31336,5223,4,4
31337,5223,5,5
31338,5223,6,4
31339,5224,1,3
31340,5224,2,3
31341,5224,3,5
31342,5224,4,4
31343,5224,5,3
31344,5224,6,3
31345,5225,1,5
31346,5225,2,5
31347,5225,3,5
31348,5225,4,3
31349,5225,5,4
31350,5225,6,5
31351,5226,1,5
31352,5226,2,4
31353,5226,3,4
31354,5226,4,5
31355,5226,5,3
31356,5226,6,3
31357,5227,1,4
31358,5227,2,5
31359,5227,3,5
31360,5227,4,4
31361,5227,5,3
31362,5227,6,3
31363,5228,1,4
31364,5228,2,5
31365,5228,3,3
31366,5228,4,4
